1708908350,VGH,03:46,06:08
1708908350,SPH,03:59,05:21
1708908350,RHS,02:31,04:27
1708908350,LGH,02:55,04:02
1708908350,MSJ,02:08,03:12
1708908350,UBCH,03:26,04:11
1708908350,COMNVCUPCC,06:23,04:33
1708908350,SGHSQUAMISH,03:22,04:18
1708908350,WHCWHISTLER,01:20,02:02
1708908350,PEMPEMBERTON,00:32,02:07
1708908350,COMSEUPCC,05:21,05:18
1708908350,BCHBCCHILDREN,04:31,05:10
1708908350,SSHSECHELT,02:54,04:12
1708908350,ARH,05:18,06:10
1708908350,BH,05:26,04:19
1708908350,CGH,05:03,04:04
1708908350,DH,04:07,03:37
1708908350,ERH,02:24,03:19
1708908350,LMH,02:26,10:33
1708908350,PAH,04:14,04:25
1708908350,RMH,05:08,03:40
1708908350,RCH,04:39,04:31
1708908350,SMH,04:36,04:21
1708908350,COMRCCUPCC,03:35,03:52
1708908650,VGH,03:46,06:08
1708908650,SPH,04:12,05:21
1708908650,RHS,02:31,04:27
1708908650,LGH,02:49,04:01
1708908650,MSJ,01:55,03:16
1708908650,UBCH,03:38,04:11
1708908650,COMNVCUPCC,06:23,04:33
1708908650,SGHSQUAMISH,03:22,04:18
1708908650,WHCWHISTLER,01:20,02:02
1708908650,PEMPEMBERTON,00:32,02:07
1708908650,COMSEUPCC,05:21,05:18
1708908650,BCHBCCHILDREN,04:31,05:04
1708908650,SSHSECHELT,02:54,04:12
1708908650,ARH,05:18,06:10
1708908650,BH,05:26,04:19
1708908650,CGH,05:03,04:04
1708908650,DH,04:07,03:37
1708908650,ERH,02:24,03:19
1708908650,LMH,02:26,10:33
1708908650,PAH,04:14,04:25
1708908650,RMH,05:08,03:40
1708908650,RCH,04:39,04:31
1708908650,SMH,04:36,04:21
1708908650,COMRCCUPCC,03:35,04:03
1708908951,VGH,03:46,05:29
1708908951,SPH,04:12,05:21
1708908951,RHS,02:31,04:27
1708908951,LGH,02:55,04:00
1708908951,MSJ,01:44,03:18
1708908951,UBCH,03:38,04:15
1708908951,COMNVCUPCC,06:23,05:09
1708908951,SGHSQUAMISH,03:22,04:18
1708908951,WHCWHISTLER,01:20,02:05
1708908951,PEMPEMBERTON,00:32,02:30
1708908951,COMSEUPCC,05:41,05:24
1708908951,BCHBCCHILDREN,04:45,05:04
1708908951,SSHSECHELT,02:54,04:12
1708908951,ARH,05:34,06:31
1708908951,BH,05:53,04:31
1708908951,CGH,04:15,04:07
1708908951,DH,04:20,03:45
1708908951,ERH,02:27,03:27
1708908951,LMH,02:30,06:28
1708908951,PAH,04:11,04:37
1708908951,RMH,05:07,03:46
1708908951,RCH,04:54,04:37
1708908951,SMH,04:37,04:34
1708908951,COMRCCUPCC,03:52,03:52
1708909252,VGH,03:46,06:08
1708909252,SPH,04:12,05:19
1708909252,RHS,02:31,04:27
1708909252,LGH,02:55,04:00
1708909252,MSJ,01:50,03:17
1708909252,UBCH,03:38,04:15
1708909252,COMNVCUPCC,06:23,05:30
1708909252,SGHSQUAMISH,03:22,04:18
1708909252,WHCWHISTLER,01:20,02:12
1708909252,PEMPEMBERTON,00:32,02:30
1708909252,COMSEUPCC,05:41,05:24
1708909252,BCHBCCHILDREN,04:45,05:10
1708909252,SSHSECHELT,02:54,04:12
1708909252,ARH,05:34,06:31
1708909252,BH,05:53,04:31
1708909252,CGH,04:15,04:07
1708909252,DH,04:20,03:45
1708909252,ERH,02:27,03:27
1708909252,LMH,02:30,06:28
1708909252,PAH,04:11,04:37
1708909252,RMH,05:07,03:46
1708909252,RCH,04:54,04:37
1708909252,SMH,04:37,04:34
1708909252,COMRCCUPCC,03:52,03:52
1708909552,VGH,03:46,06:08
1708909552,SPH,04:12,05:19
1708909552,RHS,02:31,04:27
1708909552,LGH,02:55,04:00
1708909552,MSJ,01:50,03:17
1708909552,UBCH,03:38,04:15
1708909552,COMNVCUPCC,06:23,05:30
1708909552,SGHSQUAMISH,03:22,04:18
1708909552,WHCWHISTLER,01:20,02:12
1708909552,PEMPEMBERTON,00:32,02:30
1708909552,COMSEUPCC,05:41,05:24
1708909552,BCHBCCHILDREN,04:45,05:10
1708909552,SSHSECHELT,02:54,04:12
1708909552,ARH,05:34,06:31
1708909552,BH,05:53,04:31
1708909552,CGH,04:15,04:07
1708909552,DH,04:20,03:45
1708909552,ERH,02:27,03:27
1708909552,LMH,02:30,06:28
1708909552,PAH,04:11,04:37
1708909552,RMH,05:07,03:46
1708909552,RCH,04:54,04:37
1708909552,SMH,04:37,04:34
1708909552,COMRCCUPCC,03:52,03:52
1708909853,VGH,03:46,06:08
1708909853,SPH,04:12,05:16
1708909853,RHS,02:31,04:25
1708909853,LGH,02:55,03:58
1708909853,MSJ,01:50,03:28
1708909853,UBCH,03:47,04:28
1708909853,SGHSQUAMISH,03:22,04:50
1708909853,WHCWHISTLER,01:20,02:21
1708909853,PEMPEMBERTON,00:32,02:30
1708909853,BCHBCCHILDREN,04:45,05:18
1708909853,SSHSECHELT,02:54,04:12
1708909853,ARH,05:34,06:31
1708909853,BH,05:16,04:42
1708909853,CGH,04:15,04:15
1708909853,DH,04:25,03:36
1708909853,ERH,02:32,03:28
1708909853,LMH,02:28,06:49
1708909853,PAH,04:03,04:40
1708909853,RMH,05:16,03:52
1708909853,RCH,04:25,04:42
1708909853,SMH,04:38,04:43
1708910153,VGH,03:56,06:08
1708910153,SPH,04:12,05:16
1708910153,RHS,02:31,04:25
1708910153,LGH,02:55,03:53
1708910153,MSJ,01:50,03:28
1708910153,UBCH,03:47,04:28
1708910153,SGHSQUAMISH,02:36,04:50
1708910153,WHCWHISTLER,01:20,02:22
1708910153,PEMPEMBERTON,00:32,02:30
1708910153,BCHBCCHILDREN,04:45,05:10
1708910153,SSHSECHELT,03:26,04:12
1708910153,ARH,05:42,06:37
1708910153,BH,05:16,04:42
1708910153,CGH,04:15,04:15
1708910153,DH,04:25,03:36
